"Bench","Genotype","Row","Col","True_Spatial","BNI"
"Bench1","G144",6,5,-12.5083461890498,46.0073618896907
"Bench1","G277",7,5,-12.5083461890498,48.4516240210968
"Bench1","G208",8,5,-12.5083461890498,23.5681850800795
"Bench1","G237",9,5,-12.5083461890498,50.6448452187864
"Bench1","G262",10,5,-12.5083461890498,56.2900880755466
"Bench1","G136",1,6,-10.9316092395039,30.6095191471925
"Bench1","G249",2,6,-10.9316092395039,50.2276105318429
"Bench1","G247",3,6,-10.9316092395039,55.026590878676
"Bench1","G268",4,6,-10.9316092395039,39.0929328028393
"Bench1","G102",5,6,-10.9316092395039,55.9760419981849
"Bench1","G246",6,6,-10.9316092395039,64.9426988001334
"Bench1","G200",7,6,-10.9316092395039,37.6822099858442
"Bench1","G122",8,6,-10.9316092395039,25.544762646257
"Bench1","G095",9,6,-10.9316092395039,34.9200276849709
"Bench1","G165",10,6,-10.9316092395039,58.6578716015428
"Bench1","G215",1,7,-9.37841349130112,51.5794469917827
"Bench1","G233",2,7,-9.37841349130112,30.879917608555
"Bench1","G286",3,7,-9.37841349130112,53.649663277594
"Bench1","G123",4,7,-9.37841349130112,47.332299209249
"Bench1","G188",5,7,-9.37841349130112,50.5323523403471
"Bench1","G075",6,7,-9.37841349130112,32.1584517124434
"Bench1","G219",7,7,-9.37841349130112,37.9624415884639
"Bench1","G151",8,7,-9.37841349130112,46.7584388551614
"Bench1","G161",9,7,-9.37841349130112,37.6766601946743
"Bench1","G214",10,7,-9.37841349130112,48.8061187832507
"Bench1","G015",1,8,-7.85331473518309,40.1611070702922
"Bench1","G068",2,8,-7.85331473518309,58.8344762167344
"Bench1","G060",3,8,-7.85331473518309,50.5559368787301
"Bench1","G103",4,8,-7.85331473518309,35.05686256727
"Bench1","G138",5,8,-7.85331473518309,62.1724553637909
"Bench1","G244",6,8,-7.85331473518309,64.5270940561424
"Bench1","G223",7,8,-7.85331473518309,40.3802823953486
"Bench1","G220",8,8,-7.85331473518309,30.7493165523231
"Bench1","G099",9,8,-7.85331473518309,48.7477854833293
"Bench1","G251",10,8,-7.85331473518309,32.2582425997215
"Bench1","G084",1,9,-6.36078634857258,53.3381048773594
"Bench1","G183",2,9,-6.36078634857258,44.383908136526
"Bench1","G120",3,9,-6.36078634857258,54.3943067512964
"Bench1","G176",4,9,-6.36078634857258,45.8359700520387
"Bench1","G008",5,9,-6.36078634857258,49.1925867337998
"Bench1","G096",6,9,-6.36078634857258,42.260315783452
"Bench1","G131",7,9,-6.36078634857258,58.7929334726499
"Bench1","G105",8,9,-6.36078634857258,37.9958453101508
"Bench1","G217",9,9,-6.36078634857258,53.3104351811238
"Bench1","G235",10,9,-6.36078634857258,38.9150931684231
"Bench1","G141",1,10,-4.90520617438682,52.5170917406841
"Bench1","G279",2,10,-4.90520617438682,64.6272882084948
"Bench1","G018",3,10,-4.90520617438682,10.5478686729743
"Bench1","G209",4,10,-4.90520617438682,34.8826137534235
"Bench1","G265",5,10,-4.90520617438682,50.427549237458
"Bench1","G133",6,10,-4.90520617438682,58.9896856420297
"Bench1","G031",7,10,-4.90520617438682,56.6536995610857
"Bench1","G056",8,10,-4.90520617438682,57.9365419712239
"Bench1","G020",9,10,-4.90520617438682,69.2908314706159
"Bench1","G207",10,10,-4.90520617438682,39.0064759769789
"Bench1","G287",1,11,-3.49084368006987,84.8401228202927
"Bench1","G216",2,11,-3.49084368006987,53.369944415303
"Bench1","G019",3,11,-3.49084368006987,23.0499503476224
"Bench1","G114",4,11,-3.49084368006987,49.4630036889163
"Bench1","G238",5,11,-3.49084368006987,54.2257878709103
"Bench1","G061",6,11,-3.49084368006987,44.5960412601459
"Bench1","G012",7,11,-3.49084368006987,80.5297957760903
"Bench1","G163",8,11,-3.49084368006987,49.8989670933564
"Bench1","G180",9,11,-3.49084368006987,53.9561624432406
"Bench1","G112",10,11,-3.49084368006987,51.0752083220962
"Bench1","G032",1,12,-2.12184743450905,63.1447551891108
"Bench1","G189",2,12,-2.12184743450905,44.3144696326594
"Bench1","G054",3,12,-2.12184743450905,59.5113942754511
"Bench1","G162",4,12,-2.12184743450905,41.8788144265347
"Bench1","G129",5,12,-2.12184743450905,40.478602063679
"Bench1","G007",6,12,-2.12184743450905,70.0936165741286
"Bench1","G011",7,12,-2.12184743450905,73.2255584493826
"Bench1","G077",8,12,-2.12184743450905,67.6671082464385
"Bench1","G101",9,12,-2.12184743450905,64.6417720498345
"Bench1","G143",10,12,-2.12184743450905,44.432467679974
"Bench1","G037",1,13,-0.802232939567563,46.8384132755136
"Bench1","G142",2,13,-0.802232939567563,39.8923698933902
"Bench1","G090",3,13,-0.802232939567563,62.2613491655302
"Bench1","G177",4,13,-0.802232939567563,40.0214122951769
"Bench1","G257",5,13,-0.802232939567563,43.0425706059513
"Bench1","G059",6,13,-0.802232939567563,10.5681853912039
"Bench1","G118",7,13,-0.802232939567563,89.2780223998586
"Bench1","G017",8,13,-0.802232939567563,44.3765711082626
"Bench1","G039",9,13,-0.802232939567563,19.8088742312575
"Bench1","G187",10,13,-0.802232939567563,50.5350221640413
"Bench1","G193",1,14,0.46412914807431,61.820420877368
"Bench1","G148",2,14,0.46412914807431,51.2704891122549
"Bench1","G199",3,14,0.46412914807431,79.096044365687
"Bench1","G202",4,14,0.46412914807431,62.8486244101701
"Bench1","G297",5,14,0.46412914807431,53.3011051529488
"Bench1","G110",6,14,0.46412914807431,52.4717570212383
"Bench1","G271",7,14,0.46412914807431,64.6042521272008
"Bench1","G046",8,14,0.46412914807431,65.8714044820176
"Bench1","G206",9,14,0.46412914807431,35.6529786093704
"Bench1","G276",10,14,0.46412914807431,68.7559109166168
"Bench1","G062",1,15,1.67352437022218,57.7273108859832
"Bench1","G069",2,15,1.67352437022218,62.5635338164155
"Bench1","G194",3,15,1.67352437022218,43.9219181795063
"Bench1","G291",4,15,1.67352437022218,46.0256346637128
"Bench1","G273",5,15,1.67352437022218,63.5901014282192
"Bench1","G253",6,15,1.67352437022218,42.5056061460383
"Bench1","G250",7,15,1.67352437022218,47.9292716910872
"Bench1","G115",8,15,1.67352437022218,42.9847276840869
"Bench1","G030",9,15,1.67352437022218,50.0560848730895
"Bench1","G169",10,15,1.67352437022218,61.9992061111931
"Bench1","G051",1,16,2.8224053623134,62.5283002714777
"Bench1","G021",2,16,2.8224053623134,48.0960481300822
"Bench1","G083",3,16,2.8224053623134,58.9732971518829
"Bench1","G125",4,16,2.8224053623134,60.6730788148253
"Bench1","G082",5,16,2.8224053623134,62.8752906840669
"Bench1","G040",6,16,2.8224053623134,57.5603232615074
"Bench1","G295",7,16,2.8224053623134,51.4671357487106
"Bench1","G022",8,16,2.8224053623134,39.0322976293913
"Bench1","G132",9,16,2.8224053623134,48.2420530062802
"Bench1","G119",10,16,2.8224053623134,36.4697168183345
"Bench1","G172",1,17,3.90740225844857,71.3265419535979
"Bench1","G009",2,17,3.90740225844857,78.1972441642138
"Bench1","G063",3,17,3.90740225844857,66.8667446464592
"Bench1","G299",4,17,3.90740225844857,60.0865768222568
"Bench1","G289",5,17,3.90740225844857,28.2361621351967
"Bench1","G280",6,17,3.90740225844857,78.0796951498976
"Bench1","G232",7,17,3.90740225844857,67.9116062123552
"Bench1","G116",8,17,3.90740225844857,59.1193108013095
"Bench1","G229",9,17,3.90740225844857,49.1052264301388
"Bench1","G153",10,17,3.90740225844857,70.6132084646735
"Bench1","G065",1,18,4.92533257578879,51.0729237636612
"Bench1","G092",2,18,4.92533257578879,52.7790175152189
"Bench1","G081",3,18,4.92533257578879,76.651412382857
"Bench1","G036",4,18,4.92533257578879,35.8105708931738
"Bench1","G057",5,18,4.92533257578879,63.2252098677402
"Bench1","G034",6,18,4.92533257578879,55.0713625456504
"Bench1","G027",7,18,4.92533257578879,53.6132866167117
"Bench1","G093",8,18,4.92533257578879,62.2236875848689
"Bench1","G272",9,18,4.92533257578879,58.4435839358358
"Bench1","G259",10,18,4.92533257578879,44.5104371909262
"Bench1","G274",1,19,5.8732105493262,57.2808522810712
"Bench1","G263",2,19,5.8732105493262,64.3156219325806
"Bench1","G258",3,19,5.8732105493262,62.1006743073786
"Bench1","G058",4,19,5.8732105493262,63.1299746142179
"Bench1","G013",5,19,5.8732105493262,45.777847197661
"Bench1","G269",6,19,5.8732105493262,24.4706779945585
"Bench1","G300",7,19,5.8732105493262,40.062901199497
"Bench1","G041",8,19,5.8732105493262,59.3117985300139
"Bench1","G043",9,19,5.8732105493262,67.4294434495853
"Bench1","G186",10,19,5.8732105493262,39.999007938659
"Bench1","G196",1,20,6.74825588964716,70.3116989311952
"Bench1","G240",2,20,6.74825588964716,52.9593200455838
"Bench1","G124",3,20,6.74825588964716,48.6984999903242
"Bench1","G164",4,20,6.74825588964716,56.3600302285971
"Bench1","G261",5,20,6.74825588964716,79.1395535492699
"Bench1","G078",6,20,6.74825588964716,67.0798982904997
"Bench1","G270",7,20,6.74825588964716,60.3316004168249
"Bench1","G109",8,20,6.74825588964716,66.9957190883281
"Bench1","G028",9,20,6.74825588964716,38.6412675257509
"Bench1","G190",10,20,6.74825588964716,48.1048290714903
"Bench1","G152",1,21,7.54790193800017,42.4186746272442
"Bench1","G192",2,21,7.54790193800017,55.9422357458519
"Bench1","G288",3,21,7.54790193800017,48.0548378409054
"Bench1","G255",4,21,7.54790193800017,79.4349341676205
"Bench1","G044",5,21,7.54790193800017,59.6934865228419
"Bench1","G284",6,21,7.54790193800017,68.7500295651188
"Bench1","G088",7,21,7.54790193800017,61.4006920295268
"Bench1","G245",8,21,7.54790193800017,47.3135727643991
"Bench1","G048",9,21,7.54790193800017,85.5658900398934
"Bench1","G155",10,21,7.54790193800017,59.5892644445978
"Bench1","G197",1,22,8.26980319474819,63.8204814285555
"Bench1","G181",2,22,8.26980319474819,62.2996668104303
"Bench1","G166",3,22,8.26980319474819,77.4743444997818
"Bench1","G049",4,22,8.26980319474819,58.6587402519169
"Bench1","G290",5,22,8.26980319474819,66.5383575809906
"Bench1","G178",6,22,8.26980319474819,72.457657599619
"Bench1","G072",7,22,8.26980319474819,59.5581948966307
"Bench1","G150",8,22,8.26980319474819,49.0879955560531
"Bench1","G047",9,22,8.26980319474819,56.4985253222085
"Bench1","G210",10,22,8.26980319474819,60.6468405568363
"Bench1","G038",1,23,8.91184219912322,51.0837915545766
"Bench1","G106",2,23,8.91184219912322,69.0626654448411
"Bench1","G218",3,23,8.91184219912322,81.6872765280219
"Bench1","G146",4,23,8.91184219912322,73.6063358114555
"Bench1","G004",5,23,8.91184219912322,78.3449477037022
"Bench1","G248",6,23,8.91184219912322,58.9188286696775
"Bench1","G113",7,23,8.91184219912322,50.9624743283531
"Bench1","G070",8,23,8.91184219912322,63.5498503592527
"Bench1","G167",9,23,8.91184219912322,54.6040359439961
"Bench1","G014",10,23,8.91184219912322,58.4350464949037
"Bench1","G139",1,24,9.47213574010355,57.7331433454188
"Bench1","G204",2,24,9.47213574010355,90.3451145382114
"Bench1","G285",3,24,9.47213574010355,63.1308635838748
"Bench1","G089",4,24,9.47213574010355,69.2400509831787
"Bench1","G184",5,24,9.47213574010355,60.2088526325698
"Bench1","G175",6,24,9.47213574010355,73.4866718094026
"Bench1","G073",7,24,9.47213574010355,72.6532557934233
"Bench1","G298",8,24,9.47213574010355,65.7117861005118
"Bench1","G191",9,24,9.47213574010355,68.0937366309435
"Bench1","G137",10,24,9.47213574010355,64.7535264469959
"Bench1","G264",1,25,9.94904038019617,47.9093218762135
"Bench1","G160",2,25,9.94904038019617,81.059999401507
"Bench1","G087",3,25,9.94904038019617,63.1631775944389
"Bench1","G128",4,25,9.94904038019617,43.0713207420701
"Bench1","G145",5,25,9.94904038019617,59.9060511148254
"Bench1","G066",6,25,9.94904038019617,80.2606945752107
"Bench1","G050",7,25,9.94904038019617,73.2807528386339
"Bench1","G228",8,25,9.94904038019617,65.1133505087187
"Bench1","G294",9,25,9.94904038019617,89.768543730107
"Bench1","G242",10,25,9.94904038019617,74.9277514752094
"Bench1","G283",1,26,10.3411572759221,55.0488328456335
"Bench1","G222",2,26,10.3411572759221,57.2919736604855
"Bench1","G001",3,26,10.3411572759221,83.0998585270366
"Bench1","G275",4,26,10.3411572759221,66.7720493460602
"Bench1","G226",5,26,10.3411572759221,59.3775001873404
"Bench1","G076",6,26,10.3411572759221,71.5593535430644
"Bench1","G230",7,26,10.3411572759221,76.223991879043
"Bench1","G185",8,26,10.3411572759221,65.6223905632532
"Bench1","G071",9,26,10.3411572759221,51.5542025542753
"Bench1","G241",10,26,10.3411572759221,57.3065658239689
"Bench1","G282",1,27,10.6473362808653,47.0878962055548
"Bench1","G079",2,27,10.6473362808653,50.8009046268513
"Bench1","G005",3,27,10.6473362808653,70.0795790061144
"Bench1","G179",4,27,10.6473362808653,70.5322921782644
"Bench1","G052",5,27,10.6473362808653,58.9426912400109
"Bench1","G154",6,27,10.6473362808653,57.4306090903511
"Bench1","G157",7,27,10.6473362808653,60.7543456978462
"Bench1","G064",8,27,10.6473362808653,85.5076445148418
"Bench1","G182",9,27,10.6473362808653,56.2856371915357
"Bench1","G159",10,27,10.6473362808653,56.6042450015577
"Bench1","G205",1,28,10.8666793192503,49.7963942291534
"Bench1","G108",2,28,10.8666793192503,63.1168820570465
"Bench1","G029",3,28,10.8666793192503,78.8533735649807
"Bench1","G140",4,28,10.8666793192503,66.2751713230535
"Bench1","G074",5,28,10.8666793192503,55.0706393096544
"Bench1","G221",6,28,10.8666793192503,74.2189936419125
"Bench1","G002",7,28,10.8666793192503,58.8505142654587
"Bench1","G086",8,28,10.8666793192503,73.4056008960447
"Bench1","G025",9,28,10.8666793192503,84.317499251494
"Bench1","G296",10,28,10.8666793192503,50.9667675249669
"Bench1","G006",1,29,10.9985430201532,59.896221426798
"Bench1","G225",2,29,10.9985430201532,71.5953715785423
"Bench1","G094",3,29,10.9985430201532,78.5586801804117
"Bench1","G293",4,29,10.9985430201532,59.0051573440343
"Bench1","G111",5,29,10.9985430201532,68.5977644804438
"Bench1","G236",6,29,10.9985430201532,62.1764789663392
"Bench1","G211",7,29,10.9985430201532,50.7772514847999
"Bench1","G053",8,29,10.9985430201532,79.4445138153022
"Bench1","G168",9,29,10.9985430201532,70.2185961564079
"Bench1","G121",10,29,10.9985430201532,46.2634306662088
"Bench1","G260",1,30,11.0425406046195,64.0960496640633
"Bench1","G201",2,30,11.0425406046195,47.2659078988361
"Bench1","G203",3,30,11.0425406046195,82.102603372503
"Bench1","G278",4,30,11.0425406046195,46.6173432169348
"Bench1","G023",5,30,11.0425406046195,70.6635215570967
"Bench1","G067",6,30,11.0425406046195,74.1141301714529
"Bench1","G055",7,30,11.0425406046195,68.0137532273126
"Bench1","G127",8,30,11.0425406046195,49.8525429543871
"Bench1","G266",9,30,11.0425406046195,75.0014767024662
"Bench1","G234",10,30,11.0425406046195,60.1748551792725
"Bench2","G218",1,1,-18.9574593953805,51.8002367524121
"Bench2","G155",2,1,-18.9574593953805,31.9821530083309
"Bench2","G121",3,1,-18.9574593953805,14.7394667600801
"Bench2","G033",4,1,-18.9574593953805,51.4157443397429
"Bench2","G233",5,1,-18.9574593953805,17.3045101181768
"Bench2","G190",6,1,-18.9574593953805,12.8015871555701
"Bench2","G229",7,1,-18.9574593953805,29.2956729410737
"Bench2","G198",8,1,-18.9574593953805,43.4436363223997
"Bench2","G056",9,1,-18.9574593953805,40.4116422789619
"Bench2","G170",10,1,-18.9574593953805,47.066667242959
"Bench2","G008",1,2,-17.333292137818,34.4162241257975
"Bench2","G168",2,2,-17.333292137818,42.6017027750703
"Bench2","G167",3,2,-17.333292137818,32.2350327062914
"Bench2","G011",4,2,-17.333292137818,53.25356321957
"Bench2","G234",5,2,-17.333292137818,26.7993571098788
"Bench2","G178",6,2,-17.333292137818,42.0045716203607
"Bench2","G143",7,2,-17.333292137818,27.9232403136007
"Bench2","G239",8,2,-17.333292137818,36.9970575033934
"Bench2","G083",9,2,-17.333292137818,33.6836549328071
"Bench2","G087",10,2,-17.333292137818,24.5576341032921
"Bench2","G119",1,3,-15.7138888426623,25.6169793798234
"Bench2","G025",2,3,-15.7138888426623,64.6685987294404
"Bench2","G003",3,3,-15.7138888426623,42.6412503518214
"Bench2","G272",4,3,-15.7138888426623,36.9405648462236
"Bench2","G237",5,3,-15.7138888426623,52.2218687719206
"Bench2","G027",6,3,-15.7138888426623,37.7938159081842
"Bench2","G159",7,3,-15.7138888426623,33.79045749345
"Bench2","G242",8,3,-15.7138888426623,52.9495123790088
"Bench2","G201",9,3,-15.7138888426623,15.294312079456
"Bench2","G107",10,3,-15.7138888426623,36.6949762352975
"Bench2","G294",1,4,-14.1039994987976,69.1652020431678
"Bench2","G091",2,4,-14.1039994987976,59.8346464931626
"Bench2","G163",3,4,-14.1039994987976,44.838328213499
"Bench2","G028",4,4,-14.1039994987976,26.3855864426482
"Bench2","G203",5,4,-14.1039994987976,50.7317635806899
"Bench2","G046",6,4,-14.1039994987976,52.123115558987
"Bench2","G165",7,4,-14.1039994987976,46.6393284504302
"Bench2","G132",8,4,-14.1039994987976,34.721549283287
"Bench2","G058",9,4,-14.1039994987976,42.298321295005
"Bench2","G140",10,4,-14.1039994987976,38.4735074997791
"Bench2","G267",1,5,-12.5083461890498,42.0347664588256
"Bench2","G276",2,5,-12.5083461890498,56.9596623794927
"Bench2","G063",3,5,-12.5083461890498,49.6390711474975
"Bench2","G249",4,5,-12.5083461890498,43.9840349111789
"Bench2","G112",5,5,-12.5083461890498,45.9882851850481
"Bench2","G036",6,5,-12.5083461890498,19.4984548916968
"Bench2","G130",7,5,-12.5083461890498,50.4368183285117
"Bench2","G125",8,5,-12.5083461890498,43.5292548963507
"Bench2","G012",9,5,-12.5083461890498,66.7762672922336
"Bench2","G173",10,5,-12.5083461890498,22.221912357596
"Bench2","G001",1,6,-10.9316092395039,61.5502245590612
"Bench2","G188",2,6,-10.9316092395039,54.3669396975857
"Bench2","G047",3,6,-10.9316092395039,33.7041831160366
"Bench2","G244",4,6,-10.9316092395039,50.9212521924289
"Bench2","G076",5,6,-10.9316092395039,45.841685440362
"Bench2","G111",6,6,-10.9316092395039,40.3382775103711
"Bench2","G256",7,6,-10.9316092395039,33.3669672630638
"Bench2","G095",8,6,-10.9316092395039,29.5995791547823
"Bench2","G241",9,6,-10.9316092395039,32.8603092745018
"Bench2","G049",10,6,-10.9316092395039,35.511473000506
"Bench2","G250",1,7,-9.37841349130112,34.579743587752
"Bench2","G189",2,7,-9.37841349130112,32.1801782919691
"Bench2","G202",3,7,-9.37841349130112,48.0352285861302
"Bench2","G031",4,7,-9.37841349130112,47.3270790824697
"Bench2","G067",5,7,-9.37841349130112,44.0987489800461
"Bench2","G209",6,7,-9.37841349130112,41.6934001864426
"Bench2","G004",7,7,-9.37841349130112,47.9459558881018
"Bench2","G153",8,7,-9.37841349130112,59.9197376841655
"Bench2","G075",9,7,-9.37841349130112,36.8348973395391
"Bench2","G039",10,7,-9.37841349130112,12.417292034204
"Bench2","G074",1,8,-7.85331473518309,36.7416591252171
"Bench2","G080",2,8,-7.85331473518309,35.4418524991193
"Bench2","G199",3,8,-7.85331473518309,73.9880936958009
"Bench2","G035",4,8,-7.85331473518309,54.5070467286656
"Bench2","G223",5,8,-7.85331473518309,40.3312628665085
"Bench2","G021",6,8,-7.85331473518309,53.8768977249944
"Bench2","G061",7,8,-7.85331473518309,40.1387318379735
"Bench2","G300",8,8,-7.85331473518309,23.626551481028
"Bench2","G029",9,8,-7.85331473518309,50.5273978712943
"Bench2","G271",10,8,-7.85331473518309,53.5900473675127
"Bench2","G037",1,9,-6.36078634857258,41.6274262281278
"Bench2","G247",2,9,-6.36078634857258,62.5050678474167
"Bench2","G205",3,9,-6.36078634857258,31.6938718858332
"Bench2","G068",4,9,-6.36078634857258,57.6750366828144
"Bench2","G175",5,9,-6.36078634857258,63.525858730939
"Bench2","G290",6,9,-6.36078634857258,55.5886834063862
"Bench2","G280",7,9,-6.36078634857258,60.1952025246479
"Bench2","G064",8,9,-6.36078634857258,68.1831719292385
"Bench2","G073",9,9,-6.36078634857258,57.9217747620004
"Bench2","G226",10,9,-6.36078634857258,50.7318812627236
"Bench2","G197",1,10,-4.90520617438682,55.5386088199515
"Bench2","G204",2,10,-4.90520617438682,70.244996120402
"Bench2","G263",3,10,-4.90520617438682,57.9109514156169
"Bench2","G138",4,10,-4.90520617438682,61.5979085127718
"Bench2","G186",5,10,-4.90520617438682,36.1687911098093
"Bench2","G131",6,10,-4.90520617438682,63.6001560475448
"Bench2","G231",7,10,-4.90520617438682,41.1583171631931
"Bench2","G166",8,10,-4.90520617438682,73.5315001630606
"Bench2","G017",9,10,-4.90520617438682,52.0964028042926
"Bench2","G123",10,10,-4.90520617438682,49.476435353211
"Bench2","G154",1,11,-3.49084368006987,47.220316801524
"Bench2","G148",2,11,-3.49084368006987,43.5677371835514
"Bench2","G291",3,11,-3.49084368006987,40.9765236159927
"Bench2","G084",4,11,-3.49084368006987,52.3769233956457
"Bench2","G261",5,11,-3.49084368006987,58.3863852389785
"Bench2","G228",6,11,-3.49084368006987,47.9354534406079
"Bench2","G260",7,11,-3.49084368006987,46.334135291909
"Bench2","G099",8,11,-3.49084368006987,52.0826563536738
"Bench2","G062",9,11,-3.49084368006987,54.4577099612069
"Bench2","G114",10,11,-3.49084368006987,51.8448475884205
"Bench2","G278",1,12,-2.12184743450905,36.1607823590219
"Bench2","G248",2,12,-2.12184743450905,49.3780220966286
"Bench2","G196",3,12,-2.12184743450905,69.0765882082589
"Bench2","G216",4,12,-2.12184743450905,54.8490239979506
"Bench2","G227",5,12,-2.12184743450905,60.0093172412371
"Bench2","G195",6,12,-2.12184743450905,43.7320602870082
"Bench2","G102",7,12,-2.12184743450905,59.7674448031881
"Bench2","G010",8,12,-2.12184743450905,56.3787665460264
"Bench2","G090",9,12,-2.12184743450905,64.5551014071803
"Bench2","G258",10,12,-2.12184743450905,57.2421717469805
"Bench2","G243",1,13,-0.802232939567563,66.9054761819731
"Bench2","G184",2,13,-0.802232939567563,50.3658589356821
"Bench2","G171",3,13,-0.802232939567563,49.5020712604855
"Bench2","G065",4,13,-0.802232939567563,41.8428750866453
"Bench2","G042",5,13,-0.802232939567563,58.756129267466
"Bench2","G262",6,13,-0.802232939567563,64.1784409225691
"Bench2","G268",7,13,-0.802232939567563,51.0452739843625
"Bench2","G013",8,13,-0.802232939567563,41.783352727369
"Bench2","G069",9,13,-0.802232939567563,67.7278959862412
"Bench2","G048",10,13,-0.802232939567563,74.2192488086035
"Bench2","G014",1,14,0.46412914807431,62.6535021980592
"Bench2","G269",2,14,0.46412914807431,23.7294290400018
"Bench2","G161",3,14,0.46412914807431,60.9785208553058
"Bench2","G032",4,14,0.46412914807431,64.9370508000725
"Bench2","G240",5,14,0.46412914807431,38.31958078469
"Bench2","G288",6,14,0.46412914807431,36.7345722901569
"Bench2","G078",7,14,0.46412914807431,63.6280744152272
"Bench2","G210",8,14,0.46412914807431,49.242594076882
"Bench2","G211",9,14,0.46412914807431,41.2173540738997
"Bench2","G214",10,14,0.46412914807431,61.5630067421675
"Bench2","G295",1,15,1.67352437022218,56.5777834206418
"Bench2","G289",2,15,1.67352437022218,30.1667332064734
"Bench2","G059",3,15,1.67352437022218,13.0581367639505
"Bench2","G113",4,15,1.67352437022218,47.6457051027025
"Bench2","G051",5,15,1.67352437022218,58.234155669763
"Bench2","G023",6,15,1.67352437022218,57.3473390317882
"Bench2","G054",7,15,1.67352437022218,66.3221454292985
"Bench2","G265",8,15,1.67352437022218,56.0814171631377
"Bench2","G070",9,15,1.67352437022218,66.045037263125
"Bench2","G006",10,15,1.67352437022218,54.2475371838904
"Bench2","G273",1,16,2.8224053623134,59.8322647359848
"Bench2","G116",2,16,2.8224053623134,54.3210970739455
"Bench2","G215",3,16,2.8224053623134,65.5664747712222
"Bench2","G009",4,16,2.8224053623134,89.3540005625595
"Bench2","G255",5,16,2.8224053623134,68.9467813140342
"Bench2","G284",6,16,2.8224053623134,71.3478008961225
"Bench2","G187",7,16,2.8224053623134,68.9174410241714
"Bench2","G007",8,16,2.8224053623134,69.7793551567229
"Bench2","G222",9,16,2.8224053623134,52.4960619679999
"Bench2","G127",10,16,2.8224053623134,47.9409741170315
"Bench2","G177",1,17,3.90740225844857,37.7873148902996
"Bench2","G144",2,17,3.90740225844857,52.4025177724767
"Bench2","G055",3,17,3.90740225844857,58.0081218192441
"Bench2","G072",4,17,3.90740225844857,56.0837255580393
"Bench2","G285",5,17,3.90740225844857,58.137887644262
"Bench2","G110",6,17,3.90740225844857,52.0928792787479
"Bench2","G298",7,17,3.90740225844857,71.0241730823479
"Bench2","G230",8,17,3.90740225844857,76.8956464936586
"Bench2","G283",9,17,3.90740225844857,55.2342976304815
"Bench2","G169",10,17,3.90740225844857,63.0091409907486
"Bench2","G092",1,18,4.92533257578879,55.0132707704542
"Bench2","G050",2,18,4.92533257578879,73.6665073033263
"Bench2","G002",3,18,4.92533257578879,49.6431325832727
"Bench2","G026",4,18,4.92533257578879,49.8532842216299
